restaurant,name,category,calories,fat,carbs
Corner Bakery Cafe,Chopped Salad - G (Entrée),Salads,790,57,33
Corner Bakery Cafe,Caesar Salad (side & trio portion),Salads,230,20,8
Corner Bakery Cafe,Asian Edamame Salad - V (Side),Salads,140,8,12
Corner Bakery Cafe,Tuna Salad - G (Side),Salads,400,29,3
Corner Bakery Cafe,"Three Lentil Vegetable - LF, V, G  (bowl)",Soups,210,4,36
Corner Bakery Cafe,Pesto Cavatappi (Combo),Entrees,640,34,55
Corner Bakery Cafe,"Farmer's Scrambler - V, G (Whole Eggs)",Breakfast,410,27,13
Corner Bakery Cafe,The Commuter Croissant (Egg Whites),Breakfast Sandwiches,600,600,600
Corner Bakery Cafe,"Swiss Oatmeal - LF, V, G* (Sweet Crisp not included)",Breakfast,360,360,360
Corner Bakery Cafe,Baked French Toast w/Bacon & Fresh Fruit,Breakfast,1030,39,154
Corner Bakery Cafe,Blueberry Muffin - V,Breakfast,510,22,70
Corner Bakery Cafe,Chopped Salad - G (Café & Combo),Salads,400,28,18
Corner Bakery Cafe,Harvest Salad - V (Entrée),Salads,760,45,72
Corner Bakery Cafe,Mixed Greens Salad w/dressing (side & trio portion) - V,Salads,120,8,9
Corner Bakery Cafe,Avocado Wedge - VG (Side),Salads,280,20,4
Corner Bakery Cafe,Big Al's Chili w/Cheddar Cheese (cup),Soups,390,18,29
Corner Bakery Cafe,Parmesan Cheese (Carbonara & Penne) - V (Combo),Entrees,30,2,0
Corner Bakery Cafe,Anaheim Panini (Whole Eggs),Breakfast Sandwiches,550,32,39
Corner Bakery Cafe,"Breakfast Potatoes - VG, G",Breakfast,140,140,140
Corner Bakery Cafe,"Oatmeal Toppings - Toasted Almonds - VG, G",Breakfast,35,35,35
Corner Bakery Cafe,Baked French Toast - V,Breakfast,850,28,138
Corner Bakery Cafe,Pecan Sticky Bun,Breakfast,1020,62,107
Corner Bakery Cafe,Asian Wonton Salad (Entrée),Salads,530,16,63
Corner Bakery Cafe,Pasta Caprese Salad - V (Trio),Salads,140,7,12
Corner Bakery Cafe,"Roasted Tomato Basil w/Croutons - LF, V",Soups,200,7,30
Corner Bakery Cafe,Loaded Baked Potato w/Cheddar Cheese & Green Onion,Soups,630,43,36
Corner Bakery Cafe,Chicken Carbonara - (Combo),Entrees,680,33,62
Corner Bakery Cafe,D.C. Chicken Salad on Steakhouse Rye Bread - (Combo),Sandwiches,310,11,40
Corner Bakery Cafe,D.C. Chicken Salad on Steakhouse Rye Bread - (Whole),Sandwiches,620,21,79
Corner Bakery Cafe,Mom's Egg Salad on White Bread (Combo),Sandwiches,250,13,24
Corner Bakery Cafe,"Farmer's Scrambler - V, G (Egg Whites)",Breakfast,250,11,12
Corner Bakery Cafe,Ham & Swiss Panini (Egg Whites),Breakfast Sandwiches,410,410,410
Corner Bakery Cafe,"Oatmeal Toppings - Currants - LF, VG, G",Breakfast,35,35,35
Corner Bakery Cafe,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),Breakfast,1200,48,145
Corner Bakery Cafe,"Plain Bagel - LF, VG",Breakfast,330,2,69
Corner Bakery Cafe,Croissant - V,Breakfast,340,16,39
Corner Bakery Cafe,Santa Fe Ranch Salad - G (Café & Combo),Salads,420,25,25
Corner Bakery Cafe,The Greek Salad - G (Entrée),Salads,530,35,39
Corner Bakery Cafe,"Egg Salad - V, G (Trio)",Salads,230,19,3
Corner Bakery Cafe,Loaded Baked Potato w/Cheddar Cheese & Green Onion,Soups,410,28,23
Corner Bakery Cafe,Mom's Chicken Noodle - LF  (bowl),Soups,210,6,28
Corner Bakery Cafe,Caesar Salad,Salads,230,20,8
Corner Bakery Cafe,All American Scrambler (with Bacon) - G (Whole Eggs),Breakfast,350,27,3
Corner Bakery Cafe,Chicken Apple Sausage Panini (Whole Eggs),Breakfast Sandwiches,540,24,38
Corner Bakery Cafe,"Chicken Apple Sausage, 2-patties",Breakfast,110,110,110
Corner Bakery Cafe,"Oatmeal Toppings - Toasted Walnuts - VG, G",Breakfast,50,50,50
Corner Bakery Cafe,"8-Grain Bagel - LF, VG",Breakfast,330,2,72
Corner Bakery Cafe,Asian Wonton Salad (Café & Combo),Salads,270,8,33
Corner Bakery Cafe,Caesar Salad (Entrée),Salads,710,63,21
Corner Bakery Cafe,"Seasonal Fruit Medley - LF, VG, G (Trio)",Salads,70,0,16
Corner Bakery Cafe,Pasta Caprese Salad - V (Side),Salads,210,10,18
Corner Bakery Cafe,Italian Wedding Soup w/ Parmesan Cheese  (bowl),Soups,280,13,26
Corner Bakery Cafe,Half Moon Cheese Ravioli - V (Combo),Entrees,330,13,37
Corner Bakery Cafe,Ham on Pretzel Bread - LF (Combo),Sandwiches,340,10,43
Corner Bakery Cafe,Ham on Pretzel Bread - LF (Whole),Sandwiches,680,20,85
Corner Bakery Cafe,Mom's Roast Beef on Sourdough Bread (Combo),Sandwiches,255,4,35
Corner Bakery Cafe,Mom's Corned Beef on Caraway Rye Bread (Whole),Sandwiches,480,4,75
Corner Bakery Cafe,Corned Beef Reuben (Combo),Paninis,380,18,39
Corner Bakery Cafe,All American Scrambler (with Sausage) (Whole Eggs),Breakfast,350,20,7
Corner Bakery Cafe,Smoked Bacon & Cheddar Panini (Whole Eggs),Breakfast Sandwiches,540,32,35
Corner Bakery Cafe,"Harvest Toast - LF, VG",Breakfast,170,170,170
Corner Bakery Cafe,"Oatmeal Toppings - Sweet Crisp, each - V",Breakfast,150,150,150
Corner Bakery Cafe,"Blueberry Bagel - LF, VG",Breakfast,340,2,73
Corner Bakery Cafe,Caesar Salad (Café & Combo),Salads,360,31,12
Corner Bakery Cafe,Caesar Salad w/Roasted Chicken (Entrée),Salads,820,65,23
Corner Bakery Cafe,Tuna Salad - G (Trio),Salads,280,20,2
Corner Bakery Cafe,"Seasonal Fruit Medley - LF, VG, G (Side)",Salads,100,0,26
Corner Bakery Cafe,"Roasted Tomato Basil w/Croutons - LF, V",Soups,320,12,48
Corner Bakery Cafe,"Penne with Marinara - V, LF (Combo)",Entrees,330,8,53
Corner Bakery Cafe,Poblano Fresco Chicken on Poblano Cheese Bread - (Combo),Sandwiches,415,20,37
Corner Bakery Cafe,Poblano Fresco Chicken on Poblano Cheese Bread - (Whole),Sandwiches,830,39,74
Corner Bakery Cafe,Mom's Roasted Chicken on Harvest Bread (Combo),Sandwiches,250,4,32
Corner Bakery Cafe,Zesty Chicken Tortilla - LF,Kid's Meals,110,5,12
Corner Bakery Cafe,All American Scrambler (with Sausage) (Egg Whites),Breakfast,190,3,6
Corner Bakery Cafe,Chicken Apple Sausage Panini (Egg Whites),Breakfast Sandwiches,460,460,460
Corner Bakery Cafe,"Oatmeal w/all toppings - LF, V, G* (Sweet Crisp not included)",Breakfast,330,330,330
Corner Bakery Cafe,Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),Breakfast,1040,39,140
Corner Bakery Cafe,Cinnamon Crumb Muffin - V,Breakfast,650,30,90
Corner Bakery Cafe,Harvest Salad w/Roasted Chicken (Café & Combo),Salads,500,26,37
Corner Bakery Cafe,Mixed Greens Salad - V (Entrée),Salads,420,33,26
Corner Bakery Cafe,Avocado Wedge - VG (Trio),Salads,150,10,2
Corner Bakery Cafe,"Egg Salad - V, G (Side)",Salads,340,27,5
Corner Bakery Cafe,Mom's Chicken Noodle - LF  (cup),Soups,140,4,19
Corner Bakery Cafe,Big Al's Chili w/Cheddar Cheese (bowl),Soups,590,28,44
Corner Bakery Cafe,Half Moon Cheese Ravioli - V (Entrée),Entrees,640,26,73
Corner Bakery Cafe,Tomato Mozzarella on Ciabatta Ficelle Bread - V (Combo),Sandwiches,340,14,39
Corner Bakery Cafe,Tomato Mozzarella on Ciabatta Ficelle Bread - V (Whole),Sandwiches,680,27,74
Corner Bakery Cafe,Mom's Tuna Salad on Harvest Bread (Whole),Sandwiches,640,25,66
Corner Bakery Cafe,Corner Club (Whole),Paninis,730,31,71
Corner Bakery Cafe,Pasta Marinara - V,Kid's Meals,300,6,53
Corner Bakery Cafe,All American Scrambler (with Bacon) - G (Egg Whites),Breakfast,190,11,2
Corner Bakery Cafe,Anaheim Panini (Egg Whites),Breakfast Sandwiches,470,470,470
Corner Bakery Cafe,"Oatmeal w/out toppings - LF, V, G* (Sweet Crisp not included)",Breakfast,140,140,140
Corner Bakery Cafe,Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),Breakfast,1200,55,141
Corner Bakery Cafe,Chocolate Muffin - V,Breakfast,530,28,62
Corner Bakery Cafe,Harvest Salad - V (Café & Combo),Salads,430,25,36
Corner Bakery Cafe,Harvest Salad w/Roasted Chicken (Entrée),Salads,870,47,74
Corner Bakery Cafe,Asian Edamame Salad - V (Trio),Salads,90,5,8
Corner Bakery Cafe,D.C. Chicken Salad - G (Side),Salads,360,21,22
Corner Bakery Cafe,Cheddar Broccoli  (cup),Soups,370,28,19
Corner Bakery Cafe,Country Bread Boule - Bowl Option  (cup),Soups,1040,3,213
Corner Bakery Cafe,Chicken Carbonara - (Entrée),Entrees,1190,62,99
Corner Bakery Cafe,Smoked Turkey Cobb - (Combo),Sandwiches,360,19,28
Corner Bakery Cafe,Smoked Turkey Cobb - (Whole),Sandwiches,720,38,56
Corner Bakery Cafe,Mom's Smoked Ham on White Bread (Whole),Sandwiches,410,11,46
Corner Bakery Cafe,Chicken Pomodori (Whole),Paninis,740,28,70
Corner Bakery Cafe,Macaroni & Cheese - Kraft,Kid's Meals,350,11,48
Corner Bakery Cafe,Mom's Chicken Noodle - LF,Kid's Meals,70,2,9
Corner Bakery Cafe,Anaheim Scrambler - G (Egg Whites),Breakfast,410,29,8
Corner Bakery Cafe,Smoked Bacon & Cheddar Panini (Egg Whites),Breakfast Sandwiches,460,460,460
Corner Bakery Cafe,"Oatmeal Toppings - Brown Sugar - LF, VG, G",Breakfast,45,45,45
Corner Bakery Cafe,Baked French Toast w/Sausage & Fresh Fruit,Breakfast,1030,31,158
Corner Bakery Cafe,Pumpkin Muffin - V,Breakfast,460,18,69
Corner Bakery Cafe,Mixed Greens Salad - V (Café & Combo),Salads,220,17,13
Corner Bakery Cafe,Santa Fe Ranch Salad - G (Entrée),Salads,810,49,45
Corner Bakery Cafe,D.C. Chicken Salad - G (Trio),Salads,240,14,15
Corner Bakery Cafe,"Zesty Chicken Tortilla w/Tortilla Strips - LF, G  (cup)",Soups,230,11,26
Corner Bakery Cafe,Cheddar Broccoli  (bowl),Soups,550,41,28
Corner Bakery Cafe,"Penne with Marinara - V, LF (Entrée)",Entrees,560,15,89
Corner Bakery Cafe,Turkey on Pretzel Bread - LF,Sandwiches,335,8,43
Corner Bakery Cafe,Turkey on Pretzel Bread - LF,Sandwiches,670,15,87
Corner Bakery Cafe,Mom's Turkey on Harvest Bread (Whole),Sandwiches,470,5,66
Corner Bakery Cafe,Corned Beef Reuben (Whole),Paninis,760,37,78
Corner Bakery Cafe,Pasta w/ Cream Sauce,Kid's Meals,440,20,49
Corner Bakery Cafe,Peanut Butter & Jelly Sandwich - V (Combo),Kid's Meals,365,17,47
Corner Bakery Cafe,Grilled Cheese Sandwich - V (Whole),Kid's Meals,540,30,42
Corner Bakery Cafe,Loaded Baked Potato,Kid's Meals,210,14,12
Corner Bakery Cafe,"Greek Vegetable Salad - V, G (Trio)",Salads,60,3,6
Corner Bakery Cafe,Italian Wedding Soup w/ Parmesan Cheese  (cup),Soups,190,8,18
Corner Bakery Cafe,"Zesty Chicken Tortilla w/Tortilla Strips - LF, G  (bowl)",Soups,360,16,40
Corner Bakery Cafe,Mixed Greens Salad w/dressing - V,Salads,120,8,9
Corner Bakery Cafe,Chicken Carbonara - (Combo),Sandwiches,340,12,37
Corner Bakery Cafe,Chicken Carbonara - (Whole),Sandwiches,680,24,74
Corner Bakery Cafe,Mom's Corned Beef on Caraway Rye Bread (Combo),Sandwiches,240,2,37
Corner Bakery Cafe,Add Spread - Mayo (Combo),Sandwiches,40,4,1
Corner Bakery Cafe,Chicken Pomodori (Combo),Paninis,370,14,35
Corner Bakery Cafe,Grilled Ham & Swiss (Whole),Paninis,680,22,70
Corner Bakery Cafe,Ham Sandwich on Harvest Bread - LF (Whole),Kid's Meals,410,7,60
Corner Bakery Cafe,"Roasted Tomato Basil - LF, V",Kid's Meals,80,2,13
Corner Bakery Cafe,Banana Baby Bundt Cake - V,Desserts,620,30,81
Corner Bakery Cafe,Oatmeal Raisin Cookie - V,Desserts,290,10,47
Corner Bakery Cafe,Raspberry Bar - V,Desserts,530,24,72
Corner Bakery Cafe,Caramel Latte - Whole,Coffee,490,13,81
Corner Bakery Cafe,Cappuccino - Nonfat,Coffee,120,0,17
Corner Bakery Cafe,Chai Latte - Whole,Coffee,270,15,20
Corner Bakery Cafe,Country Small Oblong - VG (whole),Breads,2600,8,532
Corner Bakery Cafe,Poblano Cheese Batard - V,Breads,410,13,60
Corner Bakery Cafe,Pesto Cavatappi (Entrée),Entrees,1140,64,88
Corner Bakery Cafe,Uptown Turkey on Harvest Bread - (Combo),Sandwiches,330,12,35
Corner Bakery Cafe,Uptown Turkey on Harvest Bread - (Whole),Sandwiches,660,23,70
Corner Bakery Cafe,California Grille - V (Combo),Paninis,305,13,32
Corner Bakery Cafe,Green Chile & Chicken (Whole),Paninis,740,27,72
Corner Bakery Cafe,Grilled Cheese Sandwich - V (Combo),Kid's Meals,290,17,21
Corner Bakery Cafe,Peanut Butter & Jelly Sandwich on Harvest Bread - V (Combo),Kid's Meals,405,16,56
Corner Bakery Cafe,Ham Sandwich - LF (Whole),Kid's Meals,330,9,42
Corner Bakery Cafe,Italian Wedding Soup,Kid's Meals,100,4,9
Corner Bakery Cafe,"Seasonal Fruit Medley - LF, VG, G",Sides,70,0,16
Corner Bakery Cafe,Monster Cookie - V,Desserts,340,14,51
Corner Bakery Cafe,Maple Pecan Bar - V,Desserts,730,44,80
Corner Bakery Cafe,Caramel Latte - Whole,Coffee,380,11,61
Corner Bakery Cafe,Cappuccino - Nonfat,Coffee,90,0,12
Corner Bakery Cafe,Chai Latte - Whole,Coffee,200,11,15
Corner Bakery Cafe,Country Boule - VG (whole),Breads,1040,3,213
Corner Bakery Cafe,Ciabatta Ficelle - V,Breads,360,6,65
Corner Bakery Cafe,Poblano Fresco Roast Beef on Poblano Cheese Bread - (Combo),Sandwiches,425,21,36
Corner Bakery Cafe,Poblano Fresco Roast Beef on Poblano Cheese Bread - (Whole),Sandwiches,850,42,72
Corner Bakery Cafe,Mom's Smoked Ham on White Bread (Combo),Sandwiches,205,6,23
Corner Bakery Cafe,Mom's Roast Beef on Sourdough Bread (Whole),Sandwiches,510,8,70
Corner Bakery Cafe,Grilled Ham & Swiss (Combo),Paninis,340,11,35
Corner Bakery Cafe,Kids' Scrambler w/Toast & Fresh Fruit,Kid's Meals,320,12,39
Corner Bakery Cafe,Turkey Sandwich on Harvest Bread - LF (Whole),Kid's Meals,400,5,62
Corner Bakery Cafe,Lemon Pound Cake - Slice,Desserts,480,22,64
Corner Bakery Cafe,Whoopee Pie - Chocolate Mocha - V,Desserts,390,21,45
Corner Bakery Cafe,Cappuccino - Whole,Coffee,140,7,11
Corner Bakery Cafe,Truffle Mocha - Whole,Coffee,510,16,95
Corner Bakery Cafe,Caramel Latte - Nonfat,Coffee,320,2,63
Corner Bakery Cafe,Truffle Mocha - Nonfat,Coffee,300,1,72
Corner Bakery Cafe,Chai Latte - Nonfat,Coffee,210,0,29
Corner Bakery Cafe,Old Fashioned Lemonade - VG,Drinks,520,0,136
Corner Bakery Cafe,Cinnamon Raisin - V (slice),Breads,220,7,32
Corner Bakery Cafe,Raisin Pecan Miche - VG (whole),Breads,2070,61,340
Corner Bakery Cafe,Poblano Fresco Vegetarian on Poblano Cheese Bread - V,Sandwiches,395,22,37
Corner Bakery Cafe,Poblano Fresco Vegetarian on Poblano Cheese Bread - V,Sandwiches,790,44,73
Corner Bakery Cafe,Mom's Tuna Salad on Harvest Bread (Combo),Sandwiches,320,13,33
Corner Bakery Cafe,Mom's Roasted Chicken on Harvest Bread (Whole),Sandwiches,500,8,65
Corner Bakery Cafe,California Grille - V (Whole),Paninis,610,26,64
Corner Bakery Cafe,Half Moon Cheese Ravioli - V,Kid's Meals,320,14,37
Corner Bakery Cafe,Cheddar Broccoli,Kid's Meals,190,14,10
Corner Bakery Cafe,Kid's Apple Juice,Kid's Meals,80,0,20
Corner Bakery Cafe,"Baby Carrots - LF, VG, G",Sides,30,0,7
Corner Bakery Cafe,Pumpkin Pound Cake - Slice,Desserts,490,19,73
Corner Bakery Cafe,Whoopee Pie - Peanut Butter - V,Desserts,440,29,38
Corner Bakery Cafe,Cappuccino - Whole,Coffee,190,10,15
Corner Bakery Cafe,Truffle Hot Chocolate w/Whipped Cream - Whole,Coffee,350,17,50
Corner Bakery Cafe,Caramel Latte - Nonfat,Coffee,410,2,84
Corner Bakery Cafe,Truffle Mocha - Nonfat,Coffee,400,1,98
Corner Bakery Cafe,Old Fashioned Lemonade - VG,Drinks,260,0,68
Corner Bakery Cafe,Frozen Mango Lemonade - VG,Drinks,700,0,182
Corner Bakery Cafe,Country Boule - VG (slice),Breads,80,0,16
Corner Bakery Cafe,Steakhouse Rye - VG (whole),Breads,1990,15,393
Corner Bakery Cafe,Add Spread - Country Dijon Mustard (Combo),Sandwiches,5,0,0
Corner Bakery Cafe,Corner Club (Combo),Paninis,365,15,36
Corner Bakery Cafe,Kids' Cheesy Scrambler w/Toast & Bacon,Kid's Meals,380,24,22
Corner Bakery Cafe,Peanut Butter & Jelly Sandwich - V (Whole),Kid's Meals,730,34,93
Corner Bakery Cafe,Chocolate Baby Bundt Cake - V,Desserts,580,30,70
Corner Bakery Cafe,Snickerdoodle Cookie - V,Desserts,290,10,47
Corner Bakery Cafe,Cream Cheese Brownie - V,Desserts,590,37,53
Corner Bakery Cafe,Caramel Latte - Whole,Coffee,650,17,108
Corner Bakery Cafe,Latte - Nonfat,Coffee,120,0,16
Corner Bakery Cafe,Chai Latte - Whole,Coffee,340,18,25
Corner Bakery Cafe,Traditional Sesame Baguette - VG (slice),Breads,50,1,8
Corner Bakery Cafe,Country Large Oblong - VG (whole),Breads,4220,16,862
Corner Bakery Cafe,Pretzel Demi - V,Breads,410,5,77
Corner Bakery Cafe,Mom's Egg Salad on White Bread (Whole),Sandwiches,500,25,48
Corner Bakery Cafe,Green Chile & Chicken (Combo),Paninis,370,13,36
Corner Bakery Cafe,Kids' Scrambler w/Toast & Bacon,Kid's Meals,320,19,22
Corner Bakery Cafe,Turkey Sandwich - LF (Whole),Kid's Meals,320,7,43
Corner Bakery Cafe,Grapes - Small Bunch (Kids' Menu) - G,Sides,40,0,11
Corner Bakery Cafe,Cinnamon Creme Cake - Slice (12 slices/cake) - V,Desserts,770,34,108
Corner Bakery Cafe,White Chocolate Macadamia Nut Cookie,Desserts,270,10,44
Corner Bakery Cafe,Cappuccino - Whole,Coffee,100,5,8
Corner Bakery Cafe,Truffle Mocha - Whole,Coffee,380,12,70
Corner Bakery Cafe,Latte - Nonfat,Coffee,190,0,26
Corner Bakery Cafe,Chai Latte - Nonfat,Coffee,170,0,23
Corner Bakery Cafe,Iced Coffee - Creamy,Coffee,320,6,64
Corner Bakery Cafe,Brioche Flatbread (slice),Breads,330,13,46
Corner Bakery Cafe,Mom's White - V (whole),Breads,2090,67,314
Corner Bakery Cafe,Kids' Cheesy Scrambler w/Toast & Fresh Fruit,Kid's Meals,380,17,39
Corner Bakery Cafe,Peanut Butter & Jelly Sandwich on Harvest Bread - V (Whole),Kid's Meals,810,32,112
Corner Bakery Cafe,Garlic Bread (Pasta Entrées Only) - V,Sides,110,4,16
Corner Bakery Cafe,Chocolate Turtle Baby Bundt Cake - V,Desserts,760,44,84
Corner Bakery Cafe,Sugar Cookie - V,Desserts,290,10,47
Corner Bakery Cafe,Fudge Brownie,Desserts,590,28,86
Corner Bakery Cafe,Truffle Mocha - Whole,Coffee,270,10,46
Corner Bakery Cafe,Latte - Nonfat,Coffee,160,0,22
Corner Bakery Cafe,Chai Latte - Nonfat,Coffee,125,0,17
Corner Bakery Cafe,Iced Coffee - Creamy,Coffee,640,12,128
Corner Bakery Cafe,White Rye Oblong - VG (slice),Breads,180,1,35
Corner Bakery Cafe,Harvest - VG (whole),Breads,2080,15,401
Corner Bakery Cafe,Kid's Berry Juice,Kid's Meals,90,0,21
Corner Bakery Cafe,"Bakery Chips - VG, G",Sides,150,9,15
Corner Bakery Cafe,Apricot Walnut Rugalach - V,Desserts,240,15,23
Corner Bakery Cafe,Whoopee Pie - Pumpkin - V,Desserts,400,22,45
Corner Bakery Cafe,Latte - Whole,Coffee,190,10,15
Corner Bakery Cafe,Truffle Hot Chocolate w/Whipped Cream - Whole,Coffee,480,21,75
Corner Bakery Cafe,Truffle Hot Chocolate w/Whipped Cream - Nonfat,Drinks,280,7,51
Corner Bakery Cafe,Frozen Mango Lemonade - VG,Drinks,350,0,91
Corner Bakery Cafe,Frozen Mango Pomegranate Swirl - VG,Drinks,640,0,166
Corner Bakery Cafe,Country Small Oblong - VG (slice),Breads,110,0,22
Corner Bakery Cafe,Raisin Pecan Miche - VG (slice),Breads,140,4,23
Corner Bakery Cafe,Traditional Sesame Baguette - VG (whole),Breads,1610,30,287
Corner Bakery Cafe,Banana - Whole (Kids' Menu) - G,Sides,110,0,27
Corner Bakery Cafe,Cinnamon Pecan Rugalach - V,Desserts,250,16,24
Corner Bakery Cafe,Whoopee Pie - Vanilla - V,Desserts,430,26,43
Corner Bakery Cafe,Latte - Whole,Coffee,250,13,19
Corner Bakery Cafe,Truffle Hot Chocolate w/Whipped Cream - Whole,Coffee,610,24,100
Corner Bakery Cafe,Truffle Hot Chocolate w/Whipped Cream - Nonfat,Drinks,390,7,78
Corner Bakery Cafe,Frozen Mango Pomegranate Swirl - VG,Drinks,320,0,83
Corner Bakery Cafe,Frozen Pomegranate Lemonade - VG,Drinks,580,0,150
Corner Bakery Cafe,Country Large Oblong - VG (slice),Breads,170,1,33
Corner Bakery Cafe,Brioche Flatbread (whole),Breads,1320,51,160
Corner Bakery Cafe,White Rye Oblong - VG (whole),Breads,3540,59,649
Corner Bakery Cafe,"Pickle Spear - VG, G",Sides,10,0,1
Corner Bakery Cafe,Chocolate Chip Cookie - V,Desserts,300,113,46
Corner Bakery Cafe,Lemon Bar - V,Desserts,590,24,90
Corner Bakery Cafe,Latte - Whole,Coffee,300,16,23
Corner Bakery Cafe,Cappuccino - Nonfat,Coffee,60,0,9
Corner Bakery Cafe,Truffle Hot Chocolate w/Whipped Cream - Nonfat,Drinks,490,7,103
Corner Bakery Cafe,Frozen Pomegranate Lemonade - VG,Drinks,290,0,75
Corner Bakery Cafe,Cinnamon Raisin - V (whole),Breads,2540,87,389
Corner Bakery Cafe,Focaccia Loaf - VG (whole),Breads,1040,15,190
Dairy Queen,"Dipped Cone, Chocolate - Kids’ ***",Desserts,220,9,30
Dairy Queen,"Sundae, Cherry - Small",Desserts,240,7,39
Dairy Queen,"Sundae, Marshmallow - Medium",Desserts,410,10,74
Dairy Queen,"Sundae, Strawberry - Large",Desserts,480,14,76
Dairy Queen,Pecan Mudslide® Treat,Desserts,640,30,83
Dairy Queen,Cherry StarKiss® Bar,Desserts,80,0,21
Dairy Queen,"Oreo® Blizzard Cake, 10”, 1/12 slice***",Desserts,540,23,76
Dairy Queen,1/4 lb. GrillBurger with Cheese,Burgers,540,30,44
Dairy Queen,Iron Grilled Supreme BLT Sandwich,Sandwiches,600,34,40
Dairy Queen,Chili Cheese Dog,Entrees,380,24,23
Dairy Queen,Applesauce,Kid's Meals,90,0,23
Dairy Queen,Breaded Mushrooms,Sides,250,9,36
Dairy Queen,Biscuits & Gravy,Breakfast,730,47,64
Dairy Queen,Banana Cream Pie Blizzard - Mini,Desserts,370,13,57
Dairy Queen,Butterfinger Blizzard - Medium,Desserts,740,26,114
Dairy Queen,Cookie Dough Blizzard - Mini,Desserts,420,16,62
Dairy Queen,French Silk Pie Blizzard - Medium,Desserts,900,42,120
Dairy Queen,Heath® Blizzard - Mini,Desserts,360,14,51
Dairy Queen,Midnight Truffle Blizzard - Medium,Desserts,1000,49,133
Dairy Queen,Oreo® CheeseQuake® Blizzard - Mini,Desserts,380,15,53
Dairy Queen,Snickers Blizzard - Medium,Desserts,850,33,123
Dairy Queen,Banana Slices,Desserts,25,0,6
Dairy Queen,Cappuccino MooLatté - Small,Coffee,450,16,65
Dairy Queen,Mocha MooLatté - Medium,Coffee,660,25,96
Dairy Queen,"Arctic Rush Float, All Flavors - Large",Drinks,550,9,108
Dairy Queen,"Shake, Chocolate - Small",Shakes,540,20,81
Dairy Queen,"Shake, Strawberry - Medium",Shakes,610,22,90
Dairy Queen,"Malt, Caramel - Large",Shakes,1080,31,178
Dairy Queen,"Malt, Peanut Butter - Small",Shakes,700,34,83
Dairy Queen,"Lemonade Chiller, Classic, Medium",Drinks,380,0,87
Dairy Queen,"Dipped Cone, Chocolate - Medium ***",Desserts,470,22,61
Dairy Queen,"Sundae, Cherry - Large",Desserts,490,14,80
Dairy Queen,"Sundae, Peanut Butter - Small",Desserts,390,22,39
Dairy Queen,Choc. Cov. Strawberry Waffle Bowl Sundae,Desserts,760,38,96
Dairy Queen,Chocolate Dilly® Bar***,Desserts,240,15,24
Dairy Queen,Fudge Bar,Desserts,50,0,13
Dairy Queen,"Reese’s® PB Cups Blizz. Cake 10”, 1/12 slice***",Desserts,580,27,77
Dairy Queen,Original Double Cheeseburger,Burgers,630,34,34
Dairy Queen,Crispy Chicken Sandwich,Sandwiches,600,30,59
Dairy Queen,Foot-Long Chili Cheese Dog,Entrees,670,43,40
Dairy Queen,French Fries - Kids’,Kid's Meals,190,8,27
Dairy Queen,Chili - Cup,Soups,470,16,54
Dairy Queen,Bacon Biscuit Sandwich,Breakfast,380,24,26
Dairy Queen,Banana Cream Pie Blizzard - Medium,Desserts,770,28,117
Dairy Queen,Choco Cherry Love Blizzard - Mini,Desserts,330,11,49
Dairy Queen,Cookie Dough Blizzard - Medium,Desserts,1020,40,148
Dairy Queen,Georgia Mud Fudge® Blizzard - Mini,Desserts,410,19,52
Dairy Queen,Heath Blizzard - Medium,Desserts,920,41,126
Dairy Queen,Mint Oreo® Blizzard - Mini,Desserts,400,14,62
Dairy Queen,Oreo CheeseQuake Blizzard - Medium,Desserts,820,35,108
Dairy Queen,Strawberry CheeseQuake® Blizzard - Mini,Desserts,330,12,48
Dairy Queen,Oreo Cookie Pieces,Desserts,140,6,20
Dairy Queen,Cappuccino MooLatté - Large,Coffee,710,23,106
Dairy Queen,"Arctic Rush, All Flavors - Small",Drinks,210,0,41
Dairy Queen,"Shake, Banana - Medium",Shakes,580,21,85
Dairy Queen,"Shake, Chocolate - Large",Shakes,900,31,148
Dairy Queen,"Shake, Vanilla - Small",Shakes,520,19,77
Dairy Queen,"Malt, Cherry - Medium",Shakes,710,22,112
Dairy Queen,"Malt, Peanut Butter - Large",Shakes,1350,72,143
Dairy Queen,"Lemonade Chiller, Strawberry, Small",Drinks,280,0,64
Dairy Queen,Vanilla Cone - Medium,Desserts,330,10,53
Dairy Queen,"Sundae, Banana - Small",Desserts,230,7,37
Dairy Queen,"Sundae, Chocolate - Medium",Desserts,400,12,70
Dairy Queen,"Sundae, Peanut Butter - Large",Desserts,790,44,80
Dairy Queen,Chocolate Coated Waffle Cone w/ Soft Serve,Desserts,540,21,77
Dairy Queen,Chocolate Mint Dilly Bar,Desserts,240,15,24
Dairy Queen,DQ Home-Pak,Desserts,1150,38,171
Dairy Queen,"Choc. Xtreme Blizzard Cake, 10”, 1/12 slice***",Desserts,630,29,84
Dairy Queen,Chick. Strip Basket - 6pc w/ Country Gravy,Chicken,1260,66,121
